userid;ratingType;movie;rate;duration
56;star;Dear John;3;4,147
56;star;Friday the 13th;1;4,681
56;star;The Conjuring;5;10,826
56;star;Captain America: Civil War;3;4,767
56;star;The Shape of Water;5;18,919
56;star;American Pie;1;5,469
56;star;Ice Age;5;5,351
56;star;I Am Legend;5;4,613
56;star;Interstellar;5;4,952
56;star;Iron Man;5;4,159
56;star;Finding Nemo;5;4,267
56;star;War for the Planet of the Apes;5;6,193
56;star;Avengers: Infinity War;5;6,463
56;star;Shrek;5;4,318
56;star;Minha Ṃe ̩ uma Pe̤a: O Filme;5;4,632
56;star;The Passion of the Christ;5;7,027
56;star;The Incredibles;5;4,851
56;star;Jurassic Park;5;4,07
56;star;Se Eu Fosse Voc̻;5;3,195
56;star;Frozen;5;3,811
56;star;Me Before You;5;4,124
57;thumbs;Avengers: Infinity War;thumbUp;26,639
57;thumbs;Miss Peregrine's Home for Peculiar Children;thumbUp;3,348
57;thumbs;Beauty and the Beast;thumbUp;2,494
57;thumbs;Hotel Transylvania;thumbUp;1,434
57;thumbs;Maleficent;thumbUp;1,131
57;thumbs;Fifty Shades of Grey;thumbUp;2,226
57;thumbs;Guardians of the Galaxy;thumbUp;1,663
58;thumbs;Finding Nemo;thumbUp;74,612
58;thumbs;War for the Planet of the Apes;thumbDown;9,849
58;thumbs;Edward Scissorhands;thumbUp;5,219
58;thumbs;Beauty and the Beast;thumbUp;6,494
58;thumbs;Elite Squad;thumbUp;4,704
58;thumbs;The Karate Kid;thumbDown;4,917
58;thumbs;Click;thumbUp;3,46
58;thumbs;50 First Dates;thumbUp;4,308
58;thumbs;Zootopia;thumbUp;3,844
58;thumbs;Rio;thumbUp;4,168
58;thumbs;Spider-Man: Homecoming;thumbUp;9,67
58;thumbs;Avengers: Infinity War;thumbUp;3,615
58;thumbs;The Wolf of Wall Street;thumbUp;4,612
58;thumbs;The Blue Lagoon;thumbUp;6,471
58;thumbs;O Auto da Compadecida;thumbUp;3,488
59;thumbs;The Fate of the Furios;thumbUp;49,24
59;thumbs;Titanic;thumbUp;4,941
59;thumbs;The Dark Knight;thumbUp;14,145
59;thumbs;Minha Ṃe ̩ uma Pe̤a: O Filme;thumbDown;11,78
59;thumbs;Rio;thumbDown;5,238
59;thumbs;The Matrix;thumbUp;7,779
59;thumbs;Fast & Furious 6;thumbUp;3,361
59;thumbs;La La Land;thumbUp;8,617
59;thumbs;The Wolf of Wall Street;thumbUp;13,369
59;thumbs;Pirates of the Caribbean: The Curse of the Black Pearl;thumbUp;7,373
59;thumbs;Star Wars: The Force Awakens;thumbUp;15,56
59;thumbs;50 First Dates;thumbUp;18,799
59;thumbs;Skyfall;thumbUp;5,336
59;thumbs;Jurassic Park;thumbUp;4,478
59;thumbs;Edward Scissorhands;thumbUp;9,987
59;thumbs;Se Eu Fosse Voc̻;thumbUp;4,051
59;thumbs;Avatar;thumbDown;6,155
59;thumbs;The Twilight Saga: New Moon;thumbDown;5,238
59;thumbs;Ice Age;thumbUp;3,73
59;thumbs;The Hangover;thumbUp;5,224
59;thumbs;Cars;thumbUp;5,263
59;thumbs;Click;thumbDown;4,737
59;thumbs;Monsters, Inc,;thumbUp;3,115
59;thumbs;The Hunger Games: Catching Fire;thumbDown;5,561
59;thumbs;American Pie;thumbUp;3,755
59;thumbs;The Hobbit: The Desolation of Smaug;thumbDown;3,353
59;thumbs;Captain America: Civil War;thumbDown;7,092
59;thumbs;Interstellar;thumbUp;11,487
59;thumbs;Finding Nemo;thumbUp;2,249
59;thumbs;Batman v Superman: Dawn of Justice;thumbDown;14,816
59;thumbs;The Incredibles;thumbUp;4,297
59;thumbs;Maleficent;thumbDown;5,402
59;thumbs;The Lion King;thumbUp;4,914
59;thumbs;Ted;thumbUp;9,099
59;thumbs;Gravity;thumbUp;4,583
59;thumbs;Iron Man;thumbUp;4,019
60;star;Fight Clube;4;11,196
60;star;The Hobbit: The Desolation of Smaug;5;9,62
60;star;Fifty Shades Darker;2;13,412
60;star;Guardians of the Galaxy;5;4,77
60;star;Elite Squad;3;2,732
60;star;Paranormal Activity;3;3,655
60;star;La La Land;3;2,908
60;star;Corpse Bride;4;8,769
60;star;Harry Potter and the Deathly Hallows: Part 2;4;4,885
60;star;Justice League;4;2,492
60;star;50 First Dates;4;2,269
